session_id,turns,parsed,query,is_yesno_be,is_can_could,is_definition_what,is_count_measure,is_other,is_who_which,is_time_when,is_compare,is_location_where,is_exists_avail,is_how_other,is_price_cost,is_reason_why,ans_yes_no,ans_boolean_choice,ans_quantity,ans_other,ans_comparison,ans_entity_name,ans_procedure,ans_time_date,ans_location,ans_reason_explain,ans_list_set,has_number,time_date,time_month,time_year,len_short,len_medium,len_long,is_vehicle,is_plant,is_food,is_animal,ent_single,ent_multiple,ent_none
8cc45d9a-8d38-4e43-bfb5-17158385ed20,"{'interaction_id': array(['8cc45d9a-8d38-4e43-bfb5-17158385ed20'], dtype=object), 'domain': array([8]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are the two times the building underwent external remodeling?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['8cc45d9a-8d38-4e43-bfb5-17158385ed20'], dtype=object), 'domain': array([8]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are the two times the building underwent external remodeling?'],
      dtype=object), 'image_quality': array([0])}",what are the two times the building underwent external remodeling?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
e8feee86-fa75-4008-9250-40662216d301,"{'interaction_id': array(['e8feee86-fa75-4008-9250-40662216d301'], dtype=object), 'domain': array([6]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['is the skin of the red scaly fruit edible?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['e8feee86-fa75-4008-9250-40662216d301'], dtype=object), 'domain': array([6]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['is the skin of the red scaly fruit edible?'], dtype=object), 'image_quality': array([0])}",is the skin of the red scaly fruit edible?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34bfaf71-cf2f-4ab6-aac8-c7264bbd67c2,"{'interaction_id': array(['34bfaf71-cf2f-4ab6-aac8-c7264bbd67c2'], dtype=object), 'domain': array([9]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['was this car around before the jaguar xk-e?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['34bfaf71-cf2f-4ab6-aac8-c7264bbd67c2'], dtype=object), 'domain': array([9]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['was this car around before the jaguar xk-e?'], dtype=object), 'image_quality': array([0])}",was this car around before the jaguar xk-e?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
48240937-8e74-4e0d-b7b5-46ea4f1f5574,"{'interaction_id': array(['48240937-8e74-4e0d-b7b5-46ea4f1f5574'], dtype=object), 'domain': array([3]), 'query_category': array([0]), 'dynamism': array([3]), 'query': array(['is it dangerous living next to these towers?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['48240937-8e74-4e0d-b7b5-46ea4f1f5574'], dtype=object), 'domain': array([3]), 'query_category': array([0]), 'dynamism': array([3]), 'query': array(['is it dangerous living next to these towers?'], dtype=object), 'image_quality': array([0])}",is it dangerous living next to these towers?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4a984b44-6a41-4bff-b0b3-6c71e4076efb,"{'interaction_id': array(['4a984b44-6a41-4bff-b0b3-6c71e4076efb'], dtype=object), 'domain': array([9]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['which generation of this dark blue car across the street had the biggest european yearly sales?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['4a984b44-6a41-4bff-b0b3-6c71e4076efb'], dtype=object), 'domain': array([9]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['which generation of this dark blue car across the street had the biggest european yearly sales?'],
      dtype=object), 'image_quality': array([0])}",which generation of this dark blue car across the street had the biggest european yearly sales?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3b6bce95-4d9c-4bee-8256-32468d048b5f,"{'interaction_id': array(['3b6bce95-4d9c-4bee-8256-32468d048b5f'], dtype=object), 'domain': array([8]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['was picasso alive when the painting in the top left corner was completed?'],
      dtype=object), 'image_quality': array([5])}","{'interaction_id': array(['3b6bce95-4d9c-4bee-8256-32468d048b5f'], dtype=object), 'domain': array([8]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['was picasso alive when the painting in the top left corner was completed?'],
      dtype=object), 'image_quality': array([5])}",was picasso alive when the painting in the top left corner was completed?,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3a4eb12f-3149-475a-bbe1-cdb2ae793563,"{'interaction_id': array(['3a4eb12f-3149-475a-bbe1-cdb2ae793563'], dtype=object), 'domain': array([5]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['which species of the flower on the package are used for herbal beverage infusions?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['3a4eb12f-3149-475a-bbe1-cdb2ae793563'], dtype=object), 'domain': array([5]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['which species of the flower on the package are used for herbal beverage infusions?'],
      dtype=object), 'image_quality': array([0])}",which species of the flower on the package are used for herbal beverage infusions?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
4296c919-41c1-4e3b-a335-2280207a701c,"{'interaction_id': array(['4296c919-41c1-4e3b-a335-2280207a701c'], dtype=object), 'domain': array([6]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['how can you tell if this has gone bad?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['4296c919-41c1-4e3b-a335-2280207a701c'], dtype=object), 'domain': array([6]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['how can you tell if this has gone bad?'], dtype=object), 'image_quality': array([0])}",how can you tell if this has gone bad?,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
e74b09cf-5abb-4838-88a1-ee13df9b8d35,"{'interaction_id': array(['e74b09cf-5abb-4838-88a1-ee13df9b8d35'], dtype=object), 'domain': array([12]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['is this cat more likely to be a male or female?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['e74b09cf-5abb-4838-88a1-ee13df9b8d35'], dtype=object), 'domain': array([12]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['is this cat more likely to be a male or female?'], dtype=object), 'image_quality': array([0])}",is this cat more likely to be a male or female?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6c82e133-2506-4619-ad16-435ba7a9cbe7,"{'interaction_id': array(['6c82e133-2506-4619-ad16-435ba7a9cbe7'], dtype=object), 'domain': array([6]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['do these have more protein than chickpeas?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['6c82e133-2506-4619-ad16-435ba7a9cbe7'], dtype=object), 'domain': array([6]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['do these have more protein than chickpeas?'], dtype=object), 'image_quality': array([0])}",do these have more protein than chickpeas?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1d0490a9-2a0f-43e8-adce-675c4f7c2724,"{'interaction_id': array(['1d0490a9-2a0f-43e8-adce-675c4f7c2724'], dtype=object), 'domain': array([9]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['did the japanese police use this during the 1998 winter olympics in nagano?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['1d0490a9-2a0f-43e8-adce-675c4f7c2724'], dtype=object), 'domain': array([9]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['did the japanese police use this during the 1998 winter olympics in nagano?'],
      dtype=object), 'image_quality': array([0])}",did the japanese police use this during the 1998 winter olympics in nagano?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
d0aba313-cbda-4583-8ab5-f1eec1d68115,"{'interaction_id': array(['d0aba313-cbda-4583-8ab5-f1eec1d68115'], dtype=object), 'domain': array([3]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are the standard sizes of the object with the sign?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['d0aba313-cbda-4583-8ab5-f1eec1d68115'], dtype=object), 'domain': array([3]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are the standard sizes of the object with the sign?'],
      dtype=object), 'image_quality': array([0])}",what are the standard sizes of the object with the sign?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26a387dd-e953-4b3e-9687-04d7ad2da5ea,"{'interaction_id': array(['26a387dd-e953-4b3e-9687-04d7ad2da5ea'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what is the towing capacity and torque for the 2024 version of this vehicle when it has a l6 engine in it?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['26a387dd-e953-4b3e-9687-04d7ad2da5ea'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what is the towing capacity and torque for the 2024 version of this vehicle when it has a l6 engine in it?'],
      dtype=object), 'image_quality': array([0])}",what is the towing capacity and torque for the 2024 version of this vehicle when it has a l6 engine in it?,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
db1a0fb2-58e8-472e-855a-740b23d1b390,"{'interaction_id': array(['db1a0fb2-58e8-472e-855a-740b23d1b390'], dtype=object), 'domain': array([5]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['how safe is this for children to use?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['db1a0fb2-58e8-472e-855a-740b23d1b390'], dtype=object), 'domain': array([5]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['how safe is this for children to use?'], dtype=object), 'image_quality': array([0])}",how safe is this for children to use?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6272ad2a-aaed-4c35-9c99-c86c03abd423,"{'interaction_id': array(['6272ad2a-aaed-4c35-9c99-c86c03abd423'], dtype=object), 'domain': array([5]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['how long will these last?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['6272ad2a-aaed-4c35-9c99-c86c03abd423'], dtype=object), 'domain': array([5]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['how long will these last?'], dtype=object), 'image_quality': array([0])}",how long will these last?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7441e35b-98fb-4280-9c86-9ad6154e7bd6,"{'interaction_id': array(['7441e35b-98fb-4280-9c86-9ad6154e7bd6'], dtype=object), 'domain': array([9]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['does this have more cargo space than a toyota highlander?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['7441e35b-98fb-4280-9c86-9ad6154e7bd6'], dtype=object), 'domain': array([9]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['does this have more cargo space than a toyota highlander?'],
      dtype=object), 'image_quality': array([0])}",does this have more cargo space than a toyota highlander?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
44e87922-641e-4a17-aac7-49fdeeed13ec,"{'interaction_id': array(['44e87922-641e-4a17-aac7-49fdeeed13ec'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['where were the generations of the suv next to the fire hydrant assembled?'],
      dtype=object), 'image_quality': array([5])}","{'interaction_id': array(['44e87922-641e-4a17-aac7-49fdeeed13ec'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['where were the generations of the suv next to the fire hydrant assembled?'],
      dtype=object), 'image_quality': array([5])}",where were the generations of the suv next to the fire hydrant assembled?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
bf563cb8-4517-4cfd-a3b8-2ba1c3de2659,"{'interaction_id': array(['bf563cb8-4517-4cfd-a3b8-2ba1c3de2659'], dtype=object), 'domain': array([10]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['when did these first go on sale versus hello kitty?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['bf563cb8-4517-4cfd-a3b8-2ba1c3de2659'], dtype=object), 'domain': array([10]), 'query_category': array([1]), 'dynamism': array([0]), 'query': array(['when did these first go on sale versus hello kitty?'],
      dtype=object), 'image_quality': array([0])}",when did these first go on sale versus hello kitty?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
391726ee-f184-4b47-8a98-fa374057537b,"{'interaction_id': array(['391726ee-f184-4b47-8a98-fa374057537b'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what multimedia features does this car have?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['391726ee-f184-4b47-8a98-fa374057537b'], dtype=object), 'domain': array([9]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what multimedia features does this car have?'], dtype=object), 'image_quality': array([0])}",what multimedia features does this car have?,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
deef8e18-a3a9-4a3d-87a6-dce2e3940579,"{'interaction_id': array(['deef8e18-a3a9-4a3d-87a6-dce2e3940579'], dtype=object), 'domain': array([8]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['who is the architect of this building?'], dtype=object), 'image_quality': array([5])}","{'interaction_id': array(['deef8e18-a3a9-4a3d-87a6-dce2e3940579'], dtype=object), 'domain': array([8]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['who is the architect of this building?'], dtype=object), 'image_quality': array([5])}",who is the architect of this building?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22dfc8ef-a51f-458a-9ed5-1d948c122fdb,"{'interaction_id': array(['22dfc8ef-a51f-458a-9ed5-1d948c122fdb'], dtype=object), 'domain': array([6]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are some health benefits of consuming these?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['22dfc8ef-a51f-458a-9ed5-1d948c122fdb'], dtype=object), 'domain': array([6]), 'query_category': array([2]), 'dynamism': array([0]), 'query': array(['what are some health benefits of consuming these?'], dtype=object), 'image_quality': array([0])}",what are some health benefits of consuming these?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3fb7fbdc-9a0e-42e4-ac55-d8291ce5bc47,"{'interaction_id': array(['3fb7fbdc-9a0e-42e4-ac55-d8291ce5bc47'], dtype=object), 'domain': array([10]), 'query_category': array([1]), 'dynamism': array([3]), 'query': array(['does this police force have more officers than the los angeles one?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['3fb7fbdc-9a0e-42e4-ac55-d8291ce5bc47'], dtype=object), 'domain': array([10]), 'query_category': array([1]), 'dynamism': array([3]), 'query': array(['does this police force have more officers than the los angeles one?'],
      dtype=object), 'image_quality': array([0])}",does this police force have more officers than the los angeles one?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
435f94e6-d256-4621-9f96-f0081d1af476,"{'interaction_id': array(['435f94e6-d256-4621-9f96-f0081d1af476'], dtype=object), 'domain': array([9]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['what is the engine size of the blue vehicle?'], dtype=object), 'image_quality': array([4])}","{'interaction_id': array(['435f94e6-d256-4621-9f96-f0081d1af476'], dtype=object), 'domain': array([9]), 'query_category': array([4]), 'dynamism': array([0]), 'query': array(['what is the engine size of the blue vehicle?'], dtype=object), 'image_quality': array([4])}",what is the engine size of the blue vehicle?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
496d0bcb-b88d-417f-9233-9fdbe38457b5,"{'interaction_id': array(['496d0bcb-b88d-417f-9233-9fdbe38457b5'], dtype=object), 'domain': array([8]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['can the tall tower in the picture withstand an earthquake similar to the 1906 san francisco earthquake?'],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['496d0bcb-b88d-417f-9233-9fdbe38457b5'], dtype=object), 'domain': array([8]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array(['can the tall tower in the picture withstand an earthquake similar to the 1906 san francisco earthquake?'],
      dtype=object), 'image_quality': array([0])}",can the tall tower in the picture withstand an earthquake similar to the 1906 san francisco earthquake?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
751502c3-b672-4a63-b737-2a6c19f5fea5,"{'interaction_id': array(['751502c3-b672-4a63-b737-2a6c19f5fea5'], dtype=object), 'domain': array([10]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array([""was this character's first appearance before pluto's?""],
      dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['751502c3-b672-4a63-b737-2a6c19f5fea5'], dtype=object), 'domain': array([10]), 'query_category': array([0]), 'dynamism': array([0]), 'query': array([""was this character's first appearance before pluto's?""],
      dtype=object), 'image_quality': array([0])}",was this character's first appearance before pluto's?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
028be9a7-9167-4941-96f1-1923ba68a551,"{'interaction_id': array(['028be9a7-9167-4941-96f1-1923ba68a551'], dtype=object), 'domain': array([9]), 'query_category': array([5]), 'dynamism': array([0]), 'query': array(['where is the manufacturer of this car located?'], dtype=object), 'image_quality': array([0])}","{'interaction_id': array(['028be9a7-9167-4941-96f1-1923ba68a551'], dtype=object), 'domain': array([9]), 'query_category': array([5]), 'dynamism': array([0]), 'query': array(['where is the manufacturer of this car located?'], dtype=object), 'image_quality': array([0])}",where is the manufacturer of this car located?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
